Code,PI_CA,SI_CA,II_CA,PI_I,SI_I,II_I,PI_CO,SI_CO,II_CO,PI_W,SI_W,II_W,PI_MM,SI_MM,II_MM,PI_MQ,SI_MQ,II_MQ,PI_MF,SI_MF,II_MF,SI_E,Unemployment,Act_pop_total,Employed_total,Unemployed_3mts,Unemployed_3_6mts,Unemployed_6_12mts,Unemployed_ov6,HousePrice,HousePrice_S,HousePrice_P,BSI_BC,BSI_SG,BSI_P,BSI_FS,BSI_HR,PI_P,PI_C,PI_SI,PI_PA,MB,Currency_cir,CBLIAB_DC,M1,M2,CD,CP,YT_1,YT_3,YT_5,YT_10,CB_3_AA,BaseRate,CB_3_BBB,FX_US,FX_JP,FX_EU,FX_BR,FX_CA,FX_SW,CPI,CPI_F,CPI_C,CPI_H,CPI_HE,CPI_T,CPI_E,CPI_M,SPI_R,SPI_I,SPI_F,SPI_RI,IPI_A,IPI_B,IPI_C,IPI_L,IPI_M,EPI_A,EPI_M,KOSPI,KOSDAQ,Expected_inf,Oilprice,TB_spread,USCPI,IR_bigfirm,IR_smallfirm,IR_firm,IR_House,IR_saving,IR_gen_credit,USB_10,LeadingCI,LaggingCI,vkospi,EPU,MP,FiscalP,TradeP,FXP,COFIX_new
12.Dec,108.7170 ,109.8380 ,89.7580 ,97.2640 ,96.4990 ,95.4680 ,105.0100 ,107.1500 ,86.7710 ,100.6850 ,100.7360 ,93.7560 ,101.1760 ,100.3680 ,93.7560 ,98.3430 ,94.9510 ,101.2530 ,100.3680 ,93.7510 ,103.3670 ,108.8100 ,2.9000 ,25378.0000 ,24637.0000 ,438.0000 ,225.0000 ,74.0000 ,78.0000 ,83.1000 ,78.3000 ,87.6000 ,66.0000 ,78.0000 ,81.0000 ,80.0000 ,92.0000 ,100.6850 ,91.6020 ,93.3000 ,94.4000 ,85108.3000 ,43547.2000 ,41561.2000 ,454552.8000 ,1831981.3000 ,2.8800 ,2.9900 ,2.8000 ,2.8500 ,2.9800 ,3.1300 ,3.3000 ,2.7500 ,8.7900 ,1076.9700 ,1288.0500 ,1411.3900 ,1736.7700 ,1087.8900 ,1167.7200 ,92.1750 ,85.5380 ,89.4790 ,88.2440 ,93.7390 ,110.1100 ,94.0980 ,85.4110 ,149.6800 ,110.3400 ,99.1200 ,114.2000 ,108.2300 ,134.1800 ,200.1500 ,140.9100 ,115.4300 ,109.9600 ,110.4800 ,1997.0500 ,496.3200 ,3.1000 ,88.2500 ,0.3300 ,231.2210 ,4.7100 ,5.2200 ,4.8600 ,4.1600 ,4.8800 ,6.8700 ,1.7200 ,89.6000 ,91.9000 ,15.8900 ,120.6969 ,111.0466 ,159.5661 ,48.8505 ,107.9056 ,3.0900 
13.Jan,115.5590 ,114.1620 ,91.5320 ,97.3480 ,97.0110 ,94.6910 ,106.3170 ,107.4660 ,89.3050 ,100.8150 ,100.5520 ,93.6740 ,101.9120 ,100.7350 ,93.6740 ,99.9780 ,96.0190 ,102.0400 ,100.7350 ,93.6700 ,98.3390 ,97.0950 ,3.4000 ,25138.0000 ,24287.0000 ,587.0000 ,202.0000 ,62.0000 ,63.0000 ,82.9000 ,77.9000 ,87.6000 ,69.0000 ,80.0000 ,80.0000 ,80.0000 ,93.0000 ,100.8150 ,88.0250 ,94.0000 ,94.7000 ,85345.0000 ,44121.4000 ,41223.5000 ,462205.4000 ,1844723.2000 ,2.8600 ,2.9500 ,2.7200 ,2.7500 ,2.8600 ,3.0500 ,3.2000 ,2.7500 ,8.7200 ,1065.3500 ,1196.8200 ,1415.6600 ,1701.7500 ,1074.2500 ,1152.1800 ,92.7280 ,87.2900 ,89.4550 ,88.3600 ,94.5910 ,110.4210 ,94.6600 ,85.3770 ,148.2700 ,110.1900 ,99.1800 ,113.9100 ,107.6800 ,142.4200 ,200.9300 ,143.5300 ,113.9800 ,108.6100 ,110.4200 ,1961.9400 ,503.6700 ,3.2000 ,94.6900 ,0.3300 ,231.6790 ,4.7800 ,5.2100 ,4.9300 ,4.1700 ,4.7900 ,7.0200 ,1.9100 ,89.8000 ,92.2000 ,15.1800 ,127.4629 ,125.8235 ,191.4021 ,69.8910 ,161.3762 ,2.9900 
13.Feb,111.2230 ,108.8650 ,97.8450 ,96.7780 ,95.9010 ,91.8370 ,105.5260 ,107.3610 ,89.1130 ,99.7170 ,99.6320 ,91.8890 ,100.3880 ,99.5400 ,91.8890 ,101.5670 ,95.1460 ,100.4320 ,99.5400 ,91.8840 ,101.4640 ,102.9990 ,3.9000 ,25206.0000 ,24215.0000 ,718.0000 ,203.0000 ,69.0000 ,71.0000 ,82.7000 ,77.6000 ,87.6000 ,71.0000 ,81.0000 ,85.0000 ,84.0000 ,94.0000 ,99.7170 ,92.1710 ,95.4000 ,105.2000 ,86269.0000 ,44663.1000 ,41605.8000 ,466703.9000 ,1858813.2000 ,2.8300 ,2.9100 ,2.6800 ,2.7000 ,2.8300 ,3.0400 ,3.0600 ,2.7500 ,8.6600 ,1086.6800 ,1166.4300 ,1452.3300 ,1682.5500 ,1078.2300 ,1180.4300 ,93.0380 ,87.7540 ,89.6410 ,89.0250 ,94.6370 ,110.9630 ,94.9590 ,85.5810 ,152.9000 ,111.3400 ,99.8000 ,115.4400 ,109.5800 ,142.8900 ,210.9500 ,148.5700 ,116.3800 ,106.8800 ,113.1200 ,2026.4900 ,535.8700 ,3.2000 ,95.3200 ,0.3600 ,232.9370 ,4.8000 ,5.1600 ,4.9500 ,4.0600 ,4.8000 ,6.7500 ,1.9800 ,90.1000 ,92.5000 ,15.1900 ,114.2023 ,94.8228 ,140.9352 ,52.2744 ,141.4198 ,2.9300 
13.Mar,110.2920 ,109.6220 ,91.5640 ,95.8840 ,95.1320 ,91.4060 ,99.8360 ,102.7340 ,90.2020 ,98.3790 ,98.1600 ,91.2180 ,98.6180 ,98.2540 ,91.2180 ,104.5540 ,100.0970 ,98.5940 ,98.2540 ,91.1380 ,98.0690 ,97.3760 ,3.5000 ,25621.0000 ,24736.0000 ,599.0000 ,225.0000 ,53.0000 ,60.0000 ,82.7000 ,77.4000 ,87.7000 ,73.0000 ,85.0000 ,88.0000 ,85.0000 ,93.0000 ,98.3790 ,91.7150 ,94.2000 ,94.1000 ,88814.0000 ,46001.9000 ,42812.1000 ,468960.6000 ,1864820.7000 ,2.8100 ,2.8800 ,2.6000 ,2.6000 ,2.6900 ,2.9100 ,2.9500 ,2.7500 ,8.5500 ,1102.2000 ,1161.1000 ,1427.4500 ,1661.6000 ,1075.8200 ,1164.2100 ,92.9520 ,86.9020 ,89.6180 ,88.9250 ,94.7020 ,111.8060 ,94.1530 ,84.3820 ,157.2200 ,111.1800 ,99.6800 ,115.7700 ,111.5900 ,145.4200 ,203.2900 ,151.3600 ,116.0600 ,109.4300 ,113.4100 ,2004.8900 ,555.0200 ,3.2000 ,93.0500 ,0.3100 ,232.2820 ,4.5700 ,5.0200 ,4.8000 ,3.9700 ,4.7400 ,6.6200 ,1.9600 ,90.4000 ,92.7000 ,14.3400 ,109.8614 ,78.5499 ,153.3713 ,69.1629 ,84.3339 ,2.8500 
13.Apr,111.6070 ,110.4860 ,88.0320 ,96.6700 ,95.3890 ,90.3130 ,98.8590 ,101.9980 ,88.8700 ,99.2130 ,98.4360 ,89.8150 ,98.8630 ,98.2540 ,89.8150 ,112.0710 ,96.9900 ,98.7950 ,98.2540 ,89.8070 ,101.1610 ,102.8120 ,3.2000 ,26149.0000 ,25322.0000 ,541.0000 ,236.0000 ,45.0000 ,49.0000 ,82.8000 ,77.4000 ,87.9000 ,75.0000 ,86.0000 ,87.0000 ,84.0000 ,90.0000 ,99.2130 ,97.7540 ,94.8000 ,100.6000 ,88719.0000 ,47324.3000 ,41394.6000 ,475323.6000 ,1870813.8000 ,2.8000 ,2.8700 ,2.5800 ,2.5500 ,2.6300 ,2.8400 ,2.9100 ,2.7500 ,8.5300 ,1121.8300 ,1148.4000 ,1459.5900 ,1715.9200 ,1101.2600 ,1196.7100 ,92.8230 ,86.9920 ,88.7330 ,88.6340 ,94.5360 ,110.8430 ,94.2250 ,84.1270 ,155.2000 ,110.8100 ,99.7400 ,115.2100 ,112.4100 ,150.3300 ,199.3500 ,151.0100 ,116.0200 ,110.3900 ,114.0900 ,1963.9500 ,563.8700 ,3.1000 ,92.0700 ,0.2600 ,231.7970 ,4.5700 ,4.9800 ,4.7100 ,3.8600 ,4.6500 ,6.5500 ,1.7600 ,90.7000 ,93.0000 ,14.7400 ,126.7250 ,139.9349 ,181.5374 ,55.4448 ,129.7096 ,2.7400 
13.May,108.6110 ,107.6760 ,90.0890 ,96.8600 ,95.7300 ,90.1690 ,100.5920 ,104.5220 ,89.6570 ,99.5100 ,98.9880 ,90.1180 ,98.9730 ,98.8050 ,90.1180 ,111.1870 ,99.3200 ,98.9380 ,98.8970 ,90.0360 ,99.1600 ,102.2490 ,3.0000 ,26409.0000 ,25610.0000 ,494.0000 ,253.0000 ,42.0000 ,51.0000 ,82.9000 ,77.5000 ,88.1000 ,76.0000 ,87.0000 ,86.0000 ,85.0000 ,89.0000 ,99.5100 ,96.3560 ,95.1000 ,97.4000 ,89906.4000 ,47892.0000 ,42014.4000 ,476235.6000 ,1874468.6000 ,2.7200 ,2.7900 ,2.5900 ,2.5900 ,2.6800 ,2.9000 ,2.9600 ,2.5000 ,8.5900 ,1110.6700 ,1100.3300 ,1441.5400 ,1698.1900 ,1088.7400 ,1161.4600 ,92.8230 ,86.0940 ,89.9250 ,88.5760 ,94.8660 ,109.3770 ,94.3160 ,85.2920 ,151.8500 ,109.8800 ,99.2400 ,114.0200 ,110.7600 ,151.1900 ,194.8800 ,148.9400 ,113.8500 ,108.4600 ,113.0900 ,2001.0500 ,577.8700 ,2.9000 ,94.8000 ,0.3100 ,231.8930 ,4.4800 ,4.8700 ,4.6100 ,3.7700 ,4.6100 ,6.4100 ,1.9300 ,91.0000 ,93.2000 ,14.1600 ,99.8751 ,120.0632 ,123.0033 ,47.1507 ,94.7970 ,2.6600 
13.Jun,110.8930 ,110.5950 ,87.4620 ,96.3420 ,96.2430 ,90.3330 ,99.2340 ,103.4700 ,87.7780 ,99.7010 ,100.1840 ,89.4860 ,99.2010 ,100.0000 ,89.4860 ,96.3520 ,95.2430 ,99.2400 ,100.0000 ,89.4780 ,99.7820 ,103.8430 ,3.1000 ,26499.0000 ,25686.0000 ,479.0000 ,261.0000 ,68.0000 ,73.0000 ,82.9000 ,77.5000 ,88.2000 ,75.0000 ,84.0000 ,85.0000 ,86.0000 ,89.0000 ,99.7010 ,97.3020 ,94.8000 ,95.0000 ,91317.4000 ,48606.6000 ,42710.8000 ,486053.4000 ,1884068.8000 ,2.6900 ,2.7500 ,2.6600 ,2.8700 ,3.0800 ,3.3100 ,3.2400 ,2.5000 ,8.8700 ,1135.2100 ,1165.7000 ,1498.6900 ,1759.2600 ,1101.0500 ,1216.1500 ,92.7100 ,85.1120 ,90.1530 ,88.9670 ,94.8480 ,109.4070 ,94.3790 ,85.5470 ,153.7500 ,110.1900 ,99.4900 ,114.5200 ,111.0800 ,152.5500 ,198.8600 ,153.4800 ,116.3800 ,112.3000 ,115.9900 ,1863.3200 ,519.0600 ,2.8000 ,95.8000 ,0.6500 ,232.4450 ,4.4800 ,4.8300 ,4.6200 ,3.7300 ,4.5500 ,6.1900 ,2.3000 ,91.4000 ,93.5000 ,17.1100 ,112.8296 ,159.1180 ,137.1780 ,63.3212 ,154.7967 ,2.6500 
13.Jul,106.7090 ,105.8380 ,91.0820 ,96.6650 ,96.2430 ,93.0010 ,97.3210 ,100.9460 ,84.4390 ,98.7650 ,98.4360 ,91.0660 ,98.3370 ,98.1620 ,91.0660 ,110.4080 ,100.5830 ,98.3390 ,98.1620 ,91.0600 ,99.6450 ,104.0300 ,3.1000 ,26509.0000 ,25681.0000 ,511.0000 ,240.0000 ,74.0000 ,77.0000 ,82.9000 ,77.3000 ,88.3000 ,73.0000 ,82.0000 ,83.0000 ,84.0000 ,91.0000 ,98.7650 ,97.5120 ,94.7000 ,96.5000 ,91922.1000 ,49349.4000 ,42572.7000 ,489355.3000 ,1887385.3000 ,2.6800 ,2.7400 ,2.6600 ,2.9100 ,3.1800 ,3.4700 ,3.3800 ,2.5000 ,9.0200 ,1127.2300 ,1130.6800 ,1475.1300 ,1712.0100 ,1082.6100 ,1193.0400 ,92.9090 ,85.7280 ,89.5930 ,88.4350 ,93.9680 ,110.3110 ,94.4070 ,85.5300 ,152.1900 ,109.7900 ,99.5600 ,113.9700 ,108.6700 ,142.6500 ,203.9100 ,150.7600 ,115.0500 ,107.0600 ,114.9700 ,1914.0300 ,554.3100 ,2.9000 ,104.6100 ,0.8100 ,232.9000 ,4.3800 ,4.9000 ,4.5900 ,3.7700 ,4.4700 ,6.2500 ,2.5800 ,91.9000 ,93.7000 ,16.2600 ,94.7767 ,104.2982 ,117.4194 ,52.0683 ,59.1116 ,2.6300 
13.Aug,103.9850 ,104.1080 ,92.5930 ,98.9080 ,98.4630 ,91.9350 ,103.2990 ,106.5190 ,87.6040 ,100.1730 ,100.8280 ,91.2430 ,100.1690 ,100.7350 ,91.2430 ,111.5970 ,106.3110 ,100.1880 ,100.7350 ,91.1640 ,99.4230 ,102.9990 ,3.0000 ,26296.0000 ,25513.0000 ,481.0000 ,227.0000 ,72.0000 ,75.0000 ,82.8000 ,77.0000 ,88.3000 ,70.0000 ,83.0000 ,84.0000 ,84.0000 ,91.0000 ,100.1730 ,96.0890 ,95.7000 ,94.9000 ,93921.3000 ,50005.4000 ,43915.9000 ,485123.2000 ,1885134.6000 ,2.6600 ,2.7200 ,2.6600 ,2.9400 ,3.2600 ,3.6100 ,3.3300 ,2.5000 ,9.0200 ,1116.9800 ,1142.1100 ,1488.4200 ,1730.0800 ,1074.4500 ,1207.5700 ,93.2380 ,87.7310 ,90.1610 ,88.7260 ,94.0510 ,110.9130 ,94.4610 ,82.1290 ,152.0500 ,109.7400 ,99.8600 ,113.9200 ,107.3400 ,139.3600 ,209.1500 ,155.6300 ,115.0800 ,106.0300 ,114.2200 ,1926.3600 ,516.7400 ,3.0000 ,106.5700 ,0.9500 ,233.4560 ,4.2700 ,4.8400 ,4.4800 ,3.8000 ,4.4500 ,6.1300 ,2.7400 ,92.3000 ,93.9000 ,15.7300 ,98.0004 ,101.6430 ,130.2645 ,36.6327 ,95.2727 ,2.6200 
13.Sep,105.1100 ,103.2430 ,96.0230 ,96.8220 ,96.8400 ,94.5120 ,98.2670 ,100.3150 ,88.7600 ,98.9380 ,98.2520 ,93.3550 ,98.5700 ,98.1620 ,93.3550 ,113.7340 ,106.2140 ,98.5600 ,98.1620 ,93.3490 ,99.3990 ,100.4690 ,2.7000 ,26422.0000 ,25701.0000 ,424.0000 ,222.0000 ,73.0000 ,75.0000 ,82.8000 ,77.0000 ,88.4000 ,73.0000 ,83.0000 ,85.0000 ,84.0000 ,91.0000 ,98.9380 ,97.9290 ,95.2000 ,95.2000 ,93848.0000 ,50564.3000 ,43283.7000 ,492571.2000 ,1901453.7000 ,2.6600 ,2.7300 ,2.6700 ,2.9000 ,3.1700 ,3.5300 ,3.2900 ,2.5000 ,8.9900 ,1087.3500 ,1095.0900 ,1449.0000 ,1719.4600 ,1047.4100 ,1174.5500 ,93.4190 ,87.7540 ,90.7210 ,89.1250 ,94.2340 ,110.4110 ,94.5690 ,85.9630 ,151.9300 ,109.1200 ,99.4400 ,113.3700 ,104.3400 ,138.9600 ,205.6700 ,149.2400 ,112.3300 ,102.2800 ,111.4300 ,1996.9600 ,534.8900 ,2.9000 ,106.2900 ,0.8600 ,233.5440 ,4.2500 ,4.8500 ,4.5200 ,3.8200 ,4.4200 ,5.8700 ,2.8100 ,92.5000 ,94.2000 ,15.3800 ,92.2662 ,95.0539 ,118.7229 ,46.1953 ,78.7629 ,2.6300 
13.Oct,107.3980 ,105.8380 ,98.1230 ,97.2540 ,98.0360 ,93.9220 ,105.0500 ,105.2580 ,92.5760 ,100.8430 ,100.4600 ,94.0900 ,100.2940 ,100.3680 ,94.0900 ,112.3730 ,106.8930 ,100.2220 ,100.3680 ,94.0860 ,99.7290 ,102.1560 ,2.7000 ,26522.0000 ,25798.0000 ,450.0000 ,205.0000 ,68.0000 ,69.0000 ,83.0000 ,77.3000 ,88.6000 ,76.0000 ,86.0000 ,85.0000 ,85.0000 ,92.0000 ,100.8430 ,99.3670 ,95.6000 ,98.5000 ,94578.2000 ,51554.5000 ,43023.7000 ,497463.3000 ,1909727.4000 ,2.6600 ,2.7400 ,2.6600 ,2.8300 ,3.0800 ,3.4400 ,3.2500 ,2.5000 ,8.9600 ,1066.8000 ,1089.5900 ,1455.2300 ,1716.7000 ,1029.3700 ,1181.4600 ,93.1340 ,85.7900 ,90.6970 ,89.4990 ,94.2890 ,109.9800 ,94.5970 ,86.4310 ,149.6500 ,108.5700 ,98.8200 ,112.6300 ,102.2400 ,133.6200 ,197.8600 ,145.1100 ,110.3600 ,104.8500 ,109.3400 ,2030.0900 ,532.4400 ,2.9000 ,100.5400 ,0.7800 ,233.6690 ,4.2100 ,4.8000 ,4.4400 ,3.8100 ,4.3900 ,5.8700 ,2.6200 ,92.9000 ,94.5000 ,14.4100 ,88.1937 ,92.7642 ,108.6220 ,44.3319 ,49.2589 ,2.6200 
13.Nov,105.4270 ,104.8650 ,98.5990 ,98.2540 ,97.0960 ,96.6200 ,103.5490 ,103.9960 ,92.6900 ,100.1250 ,99.7240 ,95.7890 ,99.8460 ,99.5400 ,95.7890 ,100.5880 ,106.6990 ,99.9400 ,99.5400 ,95.7850 ,102.0660 ,103.1870 ,2.6000 ,26497.0000 ,25795.0000 ,422.0000 ,222.0000 ,57.0000 ,58.0000 ,83.2000 ,77.4000 ,88.8000 ,76.0000 ,85.0000 ,85.0000 ,84.0000 ,92.0000 ,100.1250 ,101.4470 ,95.6000 ,95.2000 ,94802.4000 ,52220.9000 ,42581.5000 ,502521.7000 ,1918502.8000 ,2.6500 ,2.7800 ,2.7050 ,2.9360 ,3.2370 ,3.5840 ,3.3660 ,2.5000 ,9.0660 ,1062.8200 ,1063.6700 ,1434.2400 ,1710.7300 ,1014.1800 ,1164.2200 ,93.1160 ,84.4340 ,93.2770 ,90.0730 ,94.2890 ,109.2770 ,94.6240 ,86.6010 ,146.7200 ,108.1100 ,98.9600 ,111.9000 ,101.5800 ,133.8900 ,196.3400 ,145.3900 ,109.9100 ,102.3200 ,108.5100 ,2044.8700 ,517.0600 ,2.9000 ,93.8600 ,0.8790 ,234.1000 ,4.2900 ,4.7900 ,4.4700 ,3.7700 ,4.3200 ,5.9000 ,2.7200 ,93.3000 ,94.9000 ,14.4200 ,77.6160 ,88.8855 ,79.8445 ,41.8454 ,65.9028 ,2.6000 
13.Dec,106.6250 ,107.8920 ,97.3720 ,99.7440 ,99.1460 ,97.7940 ,103.9590 ,102.3130 ,96.3240 ,101.5470 ,101.1960 ,97.9460 ,102.1190 ,101.1030 ,97.9460 ,101.4780 ,103.6890 ,102.1960 ,101.1030 ,97.9440 ,100.7710 ,104.6860 ,3.0000 ,26023.0000 ,25248.0000 ,483.0000 ,239.0000 ,52.0000 ,53.0000 ,83.3000 ,77.4000 ,89.1000 ,75.0000 ,85.0000 ,84.0000 ,84.0000 ,92.0000 ,101.5470 ,95.1090 ,94.5000 ,94.7000 ,97109.8000 ,52794.2000 ,44315.6000 ,506237.9000 ,1929463.0000 ,2.6500 ,2.8200 ,2.6850 ,2.9410 ,3.2990 ,3.6530 ,3.3600 ,2.5000 ,9.0580 ,1056.6700 ,1021.5100 ,1447.1700 ,1729.9500 ,993.1600 ,1181.5700 ,93.2290 ,84.7380 ,93.1960 ,89.4160 ,94.3070 ,109.4980 ,94.6960 ,86.6600 ,145.7200 ,108.1900 ,99.1100 ,111.8600 ,100.5600 ,132.2900 ,198.8800 ,148.2500 ,110.0200 ,101.2700 ,108.1600 ,2011.3400 ,499.9900 ,2.9000 ,97.6300 ,0.9680 ,234.7190 ,4.4300 ,4.8400 ,4.5800 ,3.7400 ,4.2800 ,5.8000 ,2.9000 ,93.7000 ,95.2000 ,12.8400 ,92.0701 ,108.3375 ,79.8537 ,72.2523 ,75.0979 ,2.6600 
14.Jan,105.9400 ,103.6760 ,95.3890 ,100.2220 ,99.4020 ,96.1300 ,107.1800 ,106.4140 ,94.7340 ,101.3180 ,101.0120 ,96.0910 ,102.5270 ,101.0110 ,96.0910 ,100.7610 ,102.0390 ,102.5610 ,101.0110 ,96.0890 ,100.5110 ,99.4380 ,3.4000 ,25941.0000 ,25050.0000 ,635.0000 ,205.0000 ,51.0000 ,51.0000 ,83.5000 ,77.6000 ,89.3000 ,74.0000 ,84.0000 ,84.0000 ,84.0000 ,92.0000 ,101.3180 ,100.5180 ,97.1000 ,97.4000 ,97146.1000 ,53544.9000 ,43601.2000 ,509835.3000 ,1937700.8000 ,2.6500 ,2.8300 ,2.6570 ,2.8920 ,3.2580 ,3.6470 ,3.3190 ,2.5000 ,9.0190 ,1064.7500 ,1022.7500 ,1451.1800 ,1753.4100 ,976.6700 ,1178.0100 ,93.7300 ,85.7050 ,93.1720 ,89.8650 ,95.2240 ,110.3210 ,94.9860 ,86.3120 ,148.8700 ,108.5600 ,99.9000 ,112.5200 ,102.5300 ,131.0100 ,193.5300 ,153.1400 ,109.9300 ,100.6900 ,108.3100 ,1941.1500 ,515.2000 ,2.9000 ,94.6200 ,0.9900 ,235.2880 ,4.3100 ,4.8800 ,4.5000 ,3.7500 ,4.2800 ,5.8500 ,2.8600 ,94.0000 ,95.5000 ,14.4300 ,90.0022 ,89.4810 ,77.5194 ,45.5589 ,120.6445 ,2.6400 
14.Feb,107.1840 ,104.3240 ,97.6560 ,98.6970 ,98.1210 ,93.9920 ,105.5250 ,105.4680 ,96.9850 ,100.5580 ,99.8160 ,94.9920 ,101.3580 ,99.7240 ,94.9920 ,97.0770 ,93.6890 ,101.3960 ,99.8160 ,94.9890 ,99.8470 ,100.1870 ,4.5000 ,26292.0000 ,25116.0000 ,879.0000 ,240.0000 ,56.0000 ,56.0000 ,83.7000 ,77.8000 ,89.5000 ,76.0000 ,87.0000 ,85.0000 ,85.0000 ,93.0000 ,100.5580 ,95.8150 ,96.6000 ,98.9000 ,99074.9000 ,55119.1000 ,43955.8000 ,515482.4000 ,1957315.4000 ,2.6500 ,2.7800 ,2.6400 ,2.8540 ,3.1610 ,3.5220 ,3.2800 ,2.5000 ,8.9740 ,1071.3000 ,1048.6400 ,1462.6300 ,1773.1200 ,968.9300 ,1197.2700 ,93.9800 ,86.5810 ,93.1800 ,90.4730 ,95.2050 ,110.1300 ,95.1850 ,86.9410 ,147.4500 ,108.5300 ,100.1900 ,112.3400 ,104.7100 ,131.3300 ,196.5200 ,155.5400 ,110.5300 ,102.8500 ,109.0300 ,1979.9900 ,528.9600 ,2.9000 ,100.8200 ,0.8820 ,235.5470 ,4.3100 ,4.7900 ,4.4600 ,3.7100 ,4.2100 ,5.6300 ,2.7100 ,94.3000 ,95.7000 ,13.4900 ,78.2248 ,65.6647 ,66.1510 ,37.0123 ,72.9204 ,2.6200 
14.Mar,103.9190 ,102.8110 ,98.4490 ,100.3930 ,99.4020 ,95.2670 ,105.0480 ,106.3090 ,98.0130 ,101.4280 ,100.8280 ,96.1190 ,101.6460 ,100.9190 ,96.1190 ,99.0280 ,97.7670 ,101.7110 ,100.9190 ,96.1910 ,100.2380 ,99.2500 ,3.9000 ,26488.0000 ,25463.0000 ,717.0000 ,241.0000 ,66.0000 ,68.0000 ,83.9000 ,78.0000 ,89.6000 ,80.0000 ,89.0000 ,87.0000 ,87.0000 ,91.0000 ,101.4280 ,93.3990 ,96.7000 ,98.9000 ,99744.0000 ,55030.8000 ,44713.1000 ,517660.0000 ,1965536.2000 ,2.6500 ,2.7700 ,2.6590 ,2.8740 ,3.1690 ,3.5430 ,3.3030 ,2.5000 ,8.9940 ,1070.8900 ,1047.1000 ,1480.5000 ,1779.7800 ,963.8600 ,1216.3300 ,94.1530 ,86.8100 ,93.3100 ,90.6810 ,95.2600 ,110.0500 ,95.9000 ,87.7240 ,148.5500 ,108.2600 ,100.3900 ,112.2200 ,108.0100 ,129.1000 ,195.2900 ,155.2500 ,109.8600 ,100.3500 ,108.5800 ,1985.6100 ,541.5800 ,2.8000 ,100.8000 ,0.8840 ,236.0280 ,4.2800 ,4.7600 ,4.4800 ,3.6900 ,4.2100 ,5.7700 ,2.7200 ,94.5000 ,96.0000 ,13.8200 ,76.8204 ,62.0363 ,78.9765 ,36.3285 ,46.0264 ,2.5900 
14.Apr,107.2490 ,105.4050 ,96.3610 ,100.5090 ,98.6340 ,96.7790 ,103.9720 ,104.7320 ,99.4750 ,101.9160 ,100.0920 ,97.2040 ,101.5940 ,100.2760 ,97.2040 ,104.9560 ,99.4170 ,101.6190 ,100.2760 ,97.2760 ,99.9170 ,96.1570 ,3.8000 ,27018.0000 ,25985.0000 ,664.0000 ,311.0000 ,58.0000 ,59.0000 ,83.9000 ,78.0000 ,89.7000 ,79.0000 ,86.0000 ,87.0000 ,85.0000 ,91.0000 ,101.9160 ,99.9820 ,96.0000 ,99.8000 ,99664.3000 ,55811.6000 ,43852.7000 ,519022.9000 ,1973451.6000 ,2.6500 ,2.7600 ,2.6530 ,2.8750 ,3.1680 ,3.5400 ,3.3030 ,2.5000 ,8.9980 ,1044.5500 ,1018.6000 ,1442.0300 ,1748.4000 ,949.9400 ,1182.7400 ,94.2140 ,86.7330 ,93.2770 ,90.2970 ,95.1500 ,109.8790 ,95.9360 ,87.7830 ,144.4600 ,107.3800 ,100.1400 ,111.0100 ,107.5600 ,121.3500 ,190.9900 ,152.1000 ,107.1400 ,98.3500 ,105.6700 ,1961.7900 ,559.3400 ,2.9000 ,102.0700 ,0.8870 ,236.4680 ,4.2300 ,4.7300 ,4.4000 ,3.6900 ,4.1300 ,5.6600 ,2.7100 ,94.8000 ,96.4000 ,11.6000 ,58.4760 ,58.2560 ,50.4236 ,32.2790 ,49.5228 ,2.5900 
14.May,106.8950 ,105.5140 ,96.0470 ,97.2390 ,97.2670 ,94.9360 ,98.7550 ,101.0520 ,99.4700 ,99.4050 ,99.0800 ,96.0040 ,98.7070 ,98.8970 ,96.0040 ,98.3650 ,92.9130 ,98.7580 ,98.8970 ,96.0020 ,103.4190 ,103.3740 ,3.5000 ,27066.0000 ,26112.0000 ,558.0000 ,334.0000 ,59.0000 ,62.0000 ,84.0000 ,77.9000 ,89.8000 ,79.0000 ,87.0000 ,88.0000 ,88.0000 ,92.0000 ,99.4050 ,96.5440 ,96.6000 ,96.2000 ,101986.9000 ,56577.4000 ,45409.5000 ,524147.8000 ,1985945.9000 ,2.6500 ,2.7600 ,2.6410 ,2.8380 ,3.0820 ,3.4020 ,3.2640 ,2.5000 ,8.9570 ,1024.9900 ,1006.9900 ,1406.7200 ,1726.5000 ,941.7200 ,1152.2600 ,94.3690 ,86.7410 ,93.7400 ,91.0300 ,95.1960 ,109.7490 ,95.9730 ,88.1740 ,141.7500 ,107.0500 ,99.8300 ,110.4100 ,105.6700 ,117.2800 ,189.1800 ,147.2000 ,105.2000 ,95.8400 ,103.9800 ,1994.9600 ,546.5300 ,2.8000 ,102.1800 ,0.7610 ,236.9180 ,4.1900 ,4.7200 ,4.3700 ,3.6300 ,4.1200 ,5.7000 ,2.5600 ,94.9000 ,96.6000 ,10.8600 ,64.1952 ,48.2106 ,59.4872 ,26.7902 ,39.0022 ,2.5800 
